content,score,at,sentiment,clean_content
selalu ada kesalahan padahal saya buru buru,1,2026-05-12 10:15:04.000000,negatif,kesalahan buru buru
cukup lumayan,3,2026-05-18 03:40:27.563182,netral,lumayan
lumayan membantu 👍🏻,4,2026-05-15 02:24:50.000000,positif,lumayan membantu
"pinter banget, suka 😘",5,2026-05-12 14:50:57.000000,positif,pinter banget suka
"saya pengguna baru, jadi bintang 3 dulu ya.",3,2026-05-16 13:42:26.000000,netral,pengguna bintang ya
sangat bagus,5,2026-05-15 01:57:33.000000,positif,bagus
i like this apk 😘😘😘😘😘😘,5,2026-05-14 15:36:06.000000,positif,i like this apk
bagus banget suka sama aplikasi yg kaya gini,5,2026-05-12 11:00:23.000000,positif,bagus banget suka aplikasi yg kaya gini
ai nya bagus dan seru tapi ada batasan obrolan dan ya.... begitulah harus bayar,3,2026-05-16 14:09:01.000000,netral,ai nya bagus seru batasan obrolan ya bayar
kadang error,3,2026-05-12 15:59:37.000000,netral,kadang error
bagus bgtt,5,2026-05-16 11:35:59.000000,positif,bagus bgtt
"Ai ini mengalami bug dan gabisa diajak ngobrol, bikin fotonya lama, ga bisa diajak kerja sama, sama kalo kali kali bisa diajak ngobrol malah ngelantur jawab nya",1,2026-05-16 16:40:43.000000,negatif,ai mengalami bug gabisa diajak ngobrol bikin fotonya ga diajak kerja kalo kali kali diajak ngobrol ngelantur nya
loading dalam permintaan gambar sering tidak muncul,3,2026-05-12 14:28:44.000000,netral,loading permintaan gambar tidak muncul
bgussss,5,2026-05-13 08:31:34.000000,positif,bgussss
memberikan saran yang sangat buruk dan merugikan saya,1,2026-05-16 20:01:30.000000,negatif,saran buruk merugikan
ga bisa ngrim foto padahal belum ngirip foto apa² ke dia 😤😮‍💨,1,2026-05-12 02:14:14.000000,negatif,ga ngrim foto belum ngirip foto
sangat cocok,3,2026-05-13 03:47:12.000000,netral,cocok
AGAK LAMA NUNGGUNYA,4,2026-05-14 05:26:46.000000,positif,nunggunya
bagusss banget rekomen,5,2026-05-12 12:22:50.000000,positif,bagusss banget rekomen
bagus sih cuman gabisa dipake untuk soal olimpiade misalnya chriptarithm atau yg laen gabisa ini,3,2026-05-17 03:12:06.000000,netral,bagus sih cuman gabisa dipake olimpiade chriptarithm yg laen gabisa
jelek hasil fotonya,3,2026-05-14 07:31:08.000000,netral,jelek hasil fotonya
keren,3,2026-05-13 12:03:10.000000,netral,keren
saldo google play kok gak nambah di aplikasi ini. padahal cek di play storenya udah nambah,1,2026-05-15 13:39:26.000000,negatif,saldo google play gak nambah aplikasi cek play storenya udah nambah
bagus tapi kikir,1,2026-05-12 09:28:22.000000,negatif,bagus kikir
"pay to know,disuru buat gambar lama sekali nya selesai malah jelek,udh gitu kadang gambar nya ada kesalahan",1,2026-05-15 18:20:50.000000,negatif,pay to knowdisuru gambar nya selesai jelekudh gitu kadang gambar nya kesalahan
bagus,5,2026-05-12 18:51:57.000000,positif,bagus
sangat terbaik,4,2026-05-12 04:49:32.000000,positif,terbaik
"chatgpt sangat bagus karena dalam memberi jawaban,informasi,kritik,saran sangat oke dan tepat muantep polll",5,2026-05-16 04:16:03.000000,positif,chatgpt bagus jawabaninformasikritiksaran oke muantep polll
kadang error,3,2026-05-12 15:59:37.000000,netral,kadang error
Nice,3,2026-05-12 17:48:19.000000,netral,nice
karena kurang cepat,3,2026-05-16 23:59:30.000000,netral,kurang cepat
aplikasi bagus tapi lama banget proses nya tolong di perbaiki lagi yaa,3,2026-05-12 12:37:02.000000,netral,aplikasi bagus banget proses nya tolong perbaiki yaa
sangat puas,5,2026-05-16 05:12:34.000000,positif,puas
yang aku inginkan gak bisa,1,2026-05-12 05:41:22.000000,negatif,gak
"membantu aku sih, tapi kadang ada bug hehe..",4,2026-05-13 15:21:23.000000,positif,membantu sih kadang bug hehe
"pay to know,disuru buat gambar lama sekali nya selesai malah jelek,udh gitu kadang gambar nya ada kesalahan",1,2026-05-15 18:20:50.000000,negatif,pay to knowdisuru gambar nya selesai jelekudh gitu kadang gambar nya kesalahan
sangat bagus,3,2026-05-13 06:20:20.000000,netral,bagus
banyak limitnya,1,2026-05-12 12:52:15.000000,negatif,limitnya
sangat membantu,3,2026-05-15 11:04:20.000000,netral,membantu
aplikasi sangat bermanfaat,5,2026-05-18 03:40:27.563182,positif,aplikasi bermanfaat
bisa dibilang chatgpt lebih bagus dari ai yang lain,5,2026-05-14 11:11:00.000000,positif,dibilang chatgpt bagus ai
sangat baik dan berguna,5,2026-05-16 02:03:02.000000,positif,berguna
nice apk,5,2026-05-16 02:05:24.000000,positif,nice apk
kadang error,3,2026-05-12 15:59:37.000000,netral,kadang error
di coba dulu,3,2026-05-12 17:04:30.000000,netral,coba
bagus,5,2026-05-14 14:59:39.000000,positif,bagus
sangat membantu,5,2026-05-16 05:26:46.000000,positif,membantu
"pay to know,disuru buat gambar lama sekali nya selesai malah jelek,udh gitu kadang gambar nya ada kesalahan",1,2026-05-15 18:20:50.000000,negatif,pay to knowdisuru gambar nya selesai jelekudh gitu kadang gambar nya kesalahan
beneran aplikasi ga guna,1,2026-05-16 05:28:43.000000,negatif,beneran aplikasi ga
bagus berguna,5,2026-05-16 14:15:54.000000,positif,bagus berguna
mantap,5,2026-05-13 07:30:54.000000,positif,mantap
banyak gak bisa,3,2026-05-15 14:50:42.000000,netral,gak
kadang membantu kadang tidak,3,2026-05-18 03:40:27.563182,netral,kadang membantu kadang tidak
kenapa kok mesti eror,3,2026-05-14 04:57:59.000000,netral,mesti eror
kadang error,3,2026-05-12 15:59:37.000000,netral,kadang error
bagus sih cuman gabisa dipake untuk soal olimpiade misalnya chriptarithm atau yg laen gabisa ini,3,2026-05-17 03:12:06.000000,netral,bagus sih cuman gabisa dipake olimpiade chriptarithm yg laen gabisa
chatgpt ku kenapa tidak bisa dibuka ya? padahal kemarin cuman keluar dan akan berganti akun tapi malah jadinya ga bisa dibuka,1,2026-05-13 00:17:25.000000,negatif,chatgpt ku tidak dibuka ya kemarin cuman berganti akun ga dibuka
GK bisa buat vidio,1,2026-05-16 05:34:22.000000,negatif,gk vidio
rekomend buat yang mau gratisan dan anti ribet edit poto seperti saya 😁😁,5,2026-05-16 14:29:05.000000,positif,rekomend gratisan anti ribet edit poto
bagus tapi ada batasan,3,2026-05-15 04:29:01.000000,netral,bagus batasan
sangat bagus,5,2026-05-13 10:58:32.000000,positif,bagus
banyakin lagi dong waktu paket model free yg canggih nya abis muluu dan harus nungguin beberapa jam ...jangan yg bentar yg lamaa...😭 tapi untuk respon dan balasan nya oke banget banget banget banget sumpah!! 😆,3,2026-05-16 06:23:14.000000,netral,banyakin paket model free yg canggih nya abis muluu nungguin jam jangan yg bentar yg lamaa respon balasan nya oke banget banget banget banget sumpah
bagus,5,2026-05-11 16:00:59.000000,positif,bagus
keren,5,2026-05-15 08:46:10.000000,positif,keren
"AI Paling Dongo, udah berlangganan masih sering error, apa apaan itu, mana di suruh buat link unduhan buat download gambar nya malah di buat 1 foto dengan 4 layout + 1 screenshoot-an link 1 - 3, norak bangett",2,2026-05-16 11:36:54.000000,negatif,ai dongo udah berlangganan error suruh link unduhan download gambar nya foto layout screenshootan link norak bangett
sangat membantu saya untuk mengedit,5,2026-05-16 09:16:02.000000,positif,membantu mengedit
"Aplikasinya baguss, engga kaku dan bisa diajak ngobrol apa saja. aku suka sama aplikasinya meskipun lebih sering pakai Dola/cici tapi menurutku baik ChatGPT atau Dola Ai sama-sama bagus",5,2026-05-15 13:33:37.000000,positif,aplikasinya baguss engga kaku diajak ngobrol suka aplikasinya pakai dolacici menurutku chatgpt dola ai samasama bagus
loading klamaan,3,2026-05-16 10:36:37.000000,netral,loading klamaan
"aku suka kerana dia keren, bisa ngedit gambar, tapi chat gpt sekarang masih sama terkecuali, kapan kita mengirim gambar dari kamera, file, album, maksimumnya cuman 3 dan sekarang harus bayar untuk bisa lebih, gua dulu di kelas 6 sebelum semester 2 ujian akhir, dari semester 1 - tengah semester 2 masih bisa sepuas hati mengirim gambar sekarang bagaimana cuman 3 , sampai sini saja semoga pembuat chat gpt lihat",1,2026-05-15 09:44:15.000000,negatif,suka kerana keren ngedit gambar chat gpt terkecuali mengirim gambar kamera file album maksimumnya cuman bayar gua kelas semester ujian semester semester sepuas hati mengirim gambar cuman semoga pembuat chat gpt lihat
bagus,3,2026-05-11 23:18:14.000000,netral,bagus
keren,3,2026-05-13 12:03:10.000000,netral,keren
kebanyakan atri generator jadi lama nunggu..,1,2026-05-16 06:33:52.000000,negatif,kebanyakan atri generator nunggu
"AKU SANGAT SANGAT MENCINTAI CHAT GPT.. SUNGGUH PAHLAWAN DALAM HIRUK PIKUK KEHIDUPAN KU , CHAT GPT SELALU MENOLONG DENGAN MEMBERI BANTUAN YANG TULUS, PENUH PERHATIAN 🥹🤍 APLIKASI PENOLONG SEJUTA UMAT🫶🏻🫶🏻✨",5,2026-05-12 04:37:59.000000,positif,mencintai chat gpt sungguh pahlawan hiruk pikuk kehidupan ku chat gpt menolong bantuan tulus penuh perhatian aplikasi penolong sejuta umat
aku mau lebih cepat memberikan gambar atau foto,3,2026-05-16 23:11:10.000000,netral,cepat gambar foto
"kecewa berat, masa lagi seru-serunya cerita eh malah pesannya hilang semua dan kembali ke awal pesan😞",3,2026-05-11 16:36:21.000000,netral,kecewa berat seruserunya cerita eh pesannya hilang pesan
"baguss bgttt,sukakkk,luvv bgt",5,2026-05-15 05:22:10.000000,positif,baguss bgtttsukakkkluvv bgt
bagus bgt apk nya langsung cak cek suka bgt sayank chatgpt deh,5,2026-05-13 10:10:51.000000,positif,bagus bgt apk nya langsung cak cek suka bgt sayank chatgpt deh
terimakasih untuk chat gpt karena udah banyak membantu saya. responnya juga cepat dan enak di baca terlebih lagi saat saya lagi pusing dan nanya ke gpt langsung dapet solusi. pokoknya the best deh...,3,2026-05-16 15:27:31.000000,netral,terimakasih chat gpt udah membantu responnya cepat enak baca pusing nanya gpt langsung dapet solusi pokoknya the best deh
aplikasi tidak stabil,1,2026-05-18 03:40:27.563182,negatif,aplikasi tidak stabil
okee bgt,3,2026-05-14 13:53:47.000000,netral,okee bgt
tolong kembalikan Chat GPT seperti dulu,1,2026-05-13 22:01:36.000000,negatif,tolong kembalikan chat gpt
mantap,5,2026-05-12 11:57:30.000000,positif,mantap
bagus,5,2026-05-13 06:19:35.000000,positif,bagus
"sekarang limitnya jadi 10 chat per 5 jam. bagusan limit perhari aja susah kalo perjam kayak gitu mana dikit banget, lama bgt. dikira bahas soal 10 chat aja cukup?",1,2026-05-12 20:18:15.000000,negatif,limitnya chat jam bagusan limit perhari aja susah kalo perjam kayak gitu dikit banget bgt bahas chat aja
lumayan,3,2026-05-13 17:17:28.000000,netral,lumayan
payah dan mengecewakan,1,2026-05-18 03:40:27.563182,negatif,payah mengecewakan
gila:^ foto abi jadi aneh jir,1,2026-05-15 04:11:20.000000,negatif,gila foto abi aneh jir
mantap,3,2026-05-15 21:12:01.000000,netral,mantap
"ini gimana dah, masa tiap relog, chat nya ilang lagi, nge bug apa gimana, benerin dong",1,2026-05-16 09:36:40.000000,negatif,gimana dah relog chat nya ilang nge bug gimana benerin
belum terlalu sering digunakan,3,2026-05-18 03:40:27.563182,netral,belum
biasa saja,3,2026-05-18 03:40:27.563182,netral,
kadang error,3,2026-05-12 15:59:37.000000,netral,kadang error
sangat membantu aktifitas lebih fleksibel dan lebih cepat,5,2026-05-12 11:01:33.000000,positif,membantu aktifitas fleksibel cepat
suka banget sama ChatGPT aku rasa ini app terbaik,3,2026-05-13 08:52:59.000000,netral,suka banget chatgpt app terbaik
baguss tapi kadang kadang gak ngerti apalagi soal game tolong diperbaiki ya openai,3,2026-05-16 04:43:10.000000,netral,baguss kadang kadang gak ngerti game tolong diperbaiki ya openai
aplikasi bodoh gak sesuai jawaban nya,1,2026-05-11 22:16:37.000000,negatif,aplikasi bodoh gak sesuai nya
aku mau lebih cepat memberikan gambar atau foto,3,2026-05-16 23:11:10.000000,netral,cepat gambar foto
kenapa kok mesti eror,3,2026-05-14 04:57:59.000000,netral,mesti eror
bagus ni aplikasi sampe gw kasih bintang 1 1 ai di suruh buat apa gambar salah Mulu muter² 2 ai nya terlalu bodoh 3 di suruh bikin jangan pake grafik ai tapi tetep pake grafik ai jelasin developer kenapa ai nya sejelek ini mungut di mana udah karatan ga hahahahahahahha,1,2026-05-13 10:04:34.000000,negatif,bagus ni aplikasi sampe gw kasih bintang ai suruh gambar salah mulu muter ai nya bodoh suruh bikin jangan pake grafik ai tetep pake grafik ai jelasin developer ai nya sejelek mungut udah karatan ga hahahahahahahha
bagu memuas kan dengan hasil nya,5,2026-05-13 05:43:13.000000,positif,bagu memuas hasil nya
"cacat, gabisa login pake google, ampe setengah jam ditunggu asik muter aja",1,2026-05-13 15:28:42.000000,negatif,cacat gabisa login pake google ampe jam ditunggu asik muter aja
baaik,5,2026-05-14 16:34:49.000000,positif,baaik
berguna buat ngedit,3,2026-05-15 15:21:05.000000,netral,berguna ngedit
suka banget sama ChatGPT aku rasa ini app terbaik,3,2026-05-13 08:52:59.000000,netral,suka banget chatgpt app terbaik
ok,5,2026-05-15 02:20:12.000000,positif,ok
ga bisa nampilin gambar 👎,3,2026-05-14 09:59:10.000000,netral,ga nampilin gambar
ai nya bagus dan seru tapi ada batasan obrolan dan ya.... begitulah harus bayar,3,2026-05-16 14:09:01.000000,netral,ai nya bagus seru batasan obrolan ya bayar
klo nedit terllu AI,3,2026-05-11 22:19:27.000000,netral,klo nedit terllu ai
bagusss dan sangat membantuuu,5,2026-05-16 03:02:38.000000,positif,bagusss membantuuu
keren,5,2026-05-12 13:17:13.000000,positif,keren
sangat Bagus Dan baik,3,2026-05-17 03:39:25.000000,netral,bagus
bagus,5,2026-05-12 13:21:48.000000,positif,bagus
jelek,1,2026-05-13 02:26:41.000000,negatif,jelek
lama ngebuatny,1,2026-05-15 15:35:55.000000,negatif,ngebuatny
kadang membantu kadang tidak,3,2026-05-18 03:40:27.563182,netral,kadang membantu kadang tidak
Kata orang di tiktok chat gpt bisa melihat aktivitas kitaa😭,1,2026-05-12 15:26:14.000000,negatif,orang tiktok chat gpt aktivitas kitaa
"Emang seru sih Kayak Roleplay sama siapa Atau Gak Bikin cerita Tapi Lama-kelamaan Kena Batasan/Limit aku disitu Gabisa lanjut cerita Karena limit😓, maaf Ya aku Kasih 3 doang soalnya Banyak kena Limit",3,2026-05-16 14:42:25.000000,netral,emang seru sih kayak roleplay gak bikin cerita lamakelamaan kena batasanlimit disitu gabisa cerita limit maaf ya kasih doang kena limit
tiba tiba ga bisa edit foto,1,2026-05-16 07:36:43.000000,negatif,ga edit foto
ASIKK BANGETT DI PAKE BUAT CURHAT ATAU MINTA REKOMENDASI,5,2026-05-12 05:17:41.000000,positif,asikk bangett pake curhat rekomendasi
bagus,4,2026-05-14 06:25:39.000000,positif,bagus
bgus,5,2026-05-12 16:07:21.000000,positif,bgus
banyak yg salah pas coba nanyak 🤧,1,2026-05-15 11:00:34.000000,negatif,yg salah pas coba nanyak
lumayan,3,2026-05-13 17:17:28.000000,netral,lumayan
bagus,5,2026-05-15 23:17:53.000000,positif,bagus
jawaban kadang tidak sesuai,1,2026-05-18 03:40:27.563182,negatif,kadang tidak sesuai
sangat cocok,3,2026-05-13 03:47:12.000000,netral,cocok
ai nya bagus dan seru tapi ada batasan obrolan dan ya.... begitulah harus bayar,3,2026-05-16 14:09:01.000000,netral,ai nya bagus seru batasan obrolan ya bayar
jos cok,5,2026-05-13 08:51:25.000000,positif,jos cok
bgus,3,2026-05-14 04:44:44.000000,netral,bgus
ok,4,2026-05-15 07:41:51.000000,positif,ok
muter2 mulu jawabannya,1,2026-05-15 04:41:06.000000,negatif,muter mulu jawabannya
banyak bug nih apk ngak di suruh bikin gambar malah bikin gambar semua scene hilang dua kali lagi dan kenapa ini ngak nyambung woy ngaco sumpah ini ai dulu perasaan nyambung sekarang malah kayak ngak nyambung perbaiki woy devolouper,1,2026-05-12 13:13:15.000000,negatif,bug nih apk ngak suruh bikin gambar bikin gambar scene hilang kali ngak nyambung woy ngaco sumpah ai perasaan nyambung kayak ngak nyambung perbaiki woy devolouper
bagus,5,2026-05-15 08:12:17.000000,positif,bagus
bagus,5,2026-05-16 03:17:15.000000,positif,bagus
klo nedit terllu AI,3,2026-05-11 22:19:27.000000,netral,klo nedit terllu ai
lama bgt disuruh bikin gambar,2,2026-05-13 04:16:13.000000,negatif,bgt disuruh bikin gambar
ga tau kenapa kok gambar yang sebenarnya ga melanggar pedoman tapi di bilang melanggar pedoman,1,2026-05-17 03:09:44.000000,negatif,ga tau gambar ga melanggar pedoman bilang melanggar pedoman
keren,3,2026-05-14 00:26:20.000000,netral,keren
biasa saja,3,2026-05-18 03:40:27.563182,netral,
bagus sekli,5,2026-05-12 13:58:36.000000,positif,bagus sekli
"masa kalo ngedit foto selalu bermasalah,tapi kalo soal pertanyaan bagus",2,2026-05-16 21:33:40.000000,negatif,kalo ngedit foto bermasalahtapi kalo bagus
sangat sangat keren sekali,5,2026-05-12 17:17:11.000000,positif,keren
Saat Ada angka tiba tiba eror k dari kemarin eror mulu,1,2026-05-17 00:47:46.000000,negatif,angka eror k kemarin eror mulu
terimakasih,5,2026-05-11 23:32:50.000000,positif,terimakasih
banyakin lagi dong waktu paket model free yg canggih nya abis muluu dan harus nungguin beberapa jam ...jangan yg bentar yg lamaa...😭 tapi untuk respon dan balasan nya oke banget banget banget banget sumpah!! 😆,3,2026-05-16 06:23:14.000000,netral,banyakin paket model free yg canggih nya abis muluu nungguin jam jangan yg bentar yg lamaa respon balasan nya oke banget banget banget banget sumpah
kurang cepat aja,2,2026-05-13 14:06:09.000000,negatif,kurang cepat aja
mantap pollllll,3,2026-05-14 11:15:36.000000,netral,mantap pollllll
"aku suka kerana dia keren, bisa ngedit gambar, tapi chat gpt sekarang masih sama terkecuali, kapan kita mengirim gambar dari kamera, file, album, maksimumnya cuman 3 dan sekarang harus bayar untuk bisa lebih, gua dulu di kelas 6 sebelum semester 2 ujian akhir, dari semester 1 - tengah semester 2 masih bisa sepuas hati mengirim gambar sekarang bagaimana cuman 3 , sampai sini saja semoga pembuat chat gpt lihat",1,2026-05-15 09:44:15.000000,negatif,suka kerana keren ngedit gambar chat gpt terkecuali mengirim gambar kamera file album maksimumnya cuman bayar gua kelas semester ujian semester semester sepuas hati mengirim gambar cuman semoga pembuat chat gpt lihat
kadang ga nyambung beberapa tidak akurat,3,2026-05-12 06:01:49.000000,netral,kadang ga nyambung tidak akurat
bagus sih bagus tapi punya saya kok ngelek ngelek ya jadi harus ngulang terus sama kalo request gak pernah bener aku minta buatin scene malah dikasih foto sama ini kok bug nya banyak sekali. real bug nya ganggu sekali padahal aku udah banyak sekali memori disitu tapi kehapus setengah yang lama Gegara bug dan itu terus berulang aku paling gak suka yang aku minta secenya cerita malah di kasih foto,1,2026-05-13 23:56:53.000000,negatif,bagus sih bagus ngelek ngelek ya ngulang kalo request gak bener buatin scene dikasih foto bug nya real bug nya ganggu udah memori disitu kehapus gegara bug berulang gak suka secenya cerita kasih foto
kadang membantu kadang tidak,3,2026-05-18 03:40:27.563182,netral,kadang membantu kadang tidak
bagus bangettttttt,5,2026-05-14 22:19:17.000000,positif,bagus bangettttttt
sangat² bagus,5,2026-05-13 13:04:15.000000,positif,bagus
lumayan bagus,3,2026-05-12 15:33:04.000000,netral,lumayan bagus
di coba dulu,3,2026-05-12 17:04:30.000000,netral,coba
lumayan bagus,3,2026-05-12 15:33:04.000000,netral,lumayan bagus
mantap,3,2026-05-15 21:12:01.000000,netral,mantap
bagus sebenarnya cuma kendala nya klo mau simpan foto yang di edit selalu GK bisa padahal jaringan baik,2,2026-05-12 00:17:15.000000,negatif,bagus kendala nya klo simpan foto edit gk jaringan
bagus,4,2026-05-14 05:58:17.000000,positif,bagus
tiba tiba ga bisa edit foto,1,2026-05-16 07:36:43.000000,negatif,ga edit foto
knapa dibatasi,5,2026-05-15 16:16:45.000000,positif,knapa dibatasi
udah tau asil nya langsung kasi bintang 🌟 5,5,2026-05-14 08:38:51.000000,positif,udah tau asil nya langsung kasi bintang
lumayan,5,2026-05-16 09:04:11.000000,positif,lumayan
bagus sih cuman gabisa dipake untuk soal olimpiade misalnya chriptarithm atau yg laen gabisa ini,3,2026-05-17 03:12:06.000000,netral,bagus sih cuman gabisa dipake olimpiade chriptarithm yg laen gabisa
tolong kembalikan Chat GPT seperti dulu,1,2026-05-13 22:01:36.000000,negatif,tolong kembalikan chat gpt
sangat membantu,5,2026-05-15 13:05:31.000000,positif,membantu
aplikasi ini biasa saja untuk belajar,3,2026-05-18 03:40:27.563182,netral,aplikasi belajar
"udah diupgrade dan bagus bet dan kalo disuruh nggambar suruh nulis yg kecil"" real g ubah hurufnya, detail banget. cuma 1 kekurangan kalo udah disuruh nggambar kalo dilanjutin ngobrol malah respon gambar mulu+masalahnya ada pas disuruh nggambar gagal terus alasan masalah prompt ke3 terlalu mirip bla bla bla, kalo disuruh nggambar mirip gimana? itu tugas tolong segera diperbaiki",3,2026-05-15 08:01:26.000000,netral,udah diupgrade bagus bet kalo disuruh nggambar suruh nulis yg real g ubah hurufnya detail banget kekurangan kalo udah disuruh nggambar kalo dilanjutin ngobrol respon gambar mulumasalahnya pas disuruh nggambar gagal alasan prompt bla bla bla kalo disuruh nggambar gimana tugas tolong diperbaiki
sangat bagus saya sangat menyukainya saya bisa membuat gambar saya hd,5,2026-05-16 07:31:44.000000,positif,bagus menyukainya gambar hd
berbayar muluuuu,2,2026-05-13 04:41:51.000000,negatif,berbayar muluuuu
"bagus sih, cuma klo edit kurang bagus tpi bagus bisa kerjain tugas sekolah aku😍",4,2026-05-15 03:31:33.000000,positif,bagus sih klo edit kurang bagus tpi bagus kerjain tugas sekolah
baguss,5,2026-05-15 16:43:52.000000,positif,baguss
"kesel bgt sama chatgpt yang sekarang, mudah lupa, kaku, ngga asik dan cepet limit, balikin chatgpt kaya dulu lagi!",3,2026-05-15 14:22:25.000000,netral,kesel bgt chatgpt mudah lupa kaku ngga asik cepet limit balikin chatgpt kaya
lemot dongo,1,2026-05-16 15:26:15.000000,negatif,lemot dongo
bagus,5,2026-05-14 11:05:45.000000,positif,bagus
mantul,5,2026-05-12 21:36:27.000000,positif,mantul
aplikasi ini isthebest banget,5,2026-05-12 13:51:45.000000,positif,aplikasi isthebest banget
wancok plus terus,1,2026-05-16 05:21:31.000000,negatif,wancok plus
ga jelas (prank),4,2026-05-14 04:36:42.000000,positif,ga prank
lemot,1,2026-05-18 03:40:27.563182,negatif,lemot
"Salah satu fitur favorit ku di chat gpt adalah fitur memori, dan akses data memori ke chat baru. Tapi semakin update, bukannya semakin bagus malah semakin koreng. Udah mah kapasitasnya sempit, Ai juga gak mampu akses informasi memori secara penuh dan baik, padahal belum 100% penuh memorinya. Dan terkadang pembahasan Ai nya itu selalu mengurangi apa yang telah disampaikan oleh pengguna, padahal masih berada dalam satu sesi obrolan yang sama.",3,2026-05-15 01:16:36.000000,netral,salah fitur favorit ku chat gpt fitur memori akses data memori chat update bagus koreng udah mah kapasitasnya sempit ai gak akses informasi memori penuh belum penuh memorinya terkadang pembahasan ai nya mengurangi pengguna sesi obrolan
kalo bisa mengedit Poto harus bagus ya😊🙏,3,2026-05-12 11:02:20.000000,netral,kalo mengedit poto bagus ya
loading klamaan,3,2026-05-16 10:36:37.000000,netral,loading klamaan
bagus namun lambat saat meminta gambar,3,2026-05-15 03:36:37.000000,netral,bagus lambat gambar
bagus namun lambat saat meminta gambar,3,2026-05-15 03:36:37.000000,netral,bagus lambat gambar
seru sangat membantu,5,2026-05-13 14:20:08.000000,positif,seru membantu
sangat menyenangkan,1,2026-05-13 11:09:16.000000,negatif,menyenangkan
setelah update jadi parah obrolan sering terhenti dan harus ulang lagi,1,2026-05-14 09:56:31.000000,negatif,update parah obrolan terhenti ulang
ini sii baguss tpi ada yangkurang,3,2026-05-16 06:40:01.000000,netral,sii baguss tpi yangkurang
kadang error,3,2026-05-12 15:59:37.000000,netral,kadang error
banyakin lagi dong waktu paket model free yg canggih nya abis muluu dan harus nungguin beberapa jam ...jangan yg bentar yg lamaa...😭 tapi untuk respon dan balasan nya oke banget banget banget banget sumpah!! 😆,3,2026-05-16 06:23:14.000000,netral,banyakin paket model free yg canggih nya abis muluu nungguin jam jangan yg bentar yg lamaa respon balasan nya oke banget banget banget banget sumpah
bagus,3,2026-05-11 23:18:14.000000,netral,bagus
bagus skali,5,2026-05-12 15:57:49.000000,positif,bagus skali
seru,1,2026-05-15 02:54:39.000000,negatif,seru
mantap,3,2026-05-15 19:54:36.000000,netral,mantap
"Emang seru sih Kayak Roleplay sama siapa Atau Gak Bikin cerita Tapi Lama-kelamaan Kena Batasan/Limit aku disitu Gabisa lanjut cerita Karena limit😓, maaf Ya aku Kasih 3 doang soalnya Banyak kena Limit",3,2026-05-16 14:42:25.000000,netral,emang seru sih kayak roleplay gak bikin cerita lamakelamaan kena batasanlimit disitu gabisa cerita limit maaf ya kasih doang kena limit
loading dalam permintaan gambar sering tidak muncul,3,2026-05-12 14:28:44.000000,netral,loading permintaan gambar tidak muncul
"biasa aja, kadang ngaco",3,2026-05-12 09:04:55.000000,netral,aja kadang ngaco
berbayar muluuuu,2,2026-05-13 04:41:51.000000,negatif,berbayar muluuuu
Kacau. Nggak mau nurut kita. semua skrip berubah dengan improvisasi dia sendiri.,3,2026-05-12 21:55:55.000000,netral,kacau nggak nurut skrip berubah improvisasi
terimakasih untuk chat gpt karena udah banyak membantu saya. responnya juga cepat dan enak di baca terlebih lagi saat saya lagi pusing dan nanya ke gpt langsung dapet solusi. pokoknya the best deh...,3,2026-05-16 15:27:31.000000,netral,terimakasih chat gpt udah membantu responnya cepat enak baca pusing nanya gpt langsung dapet solusi pokoknya the best deh
aplikasi tidak stabil,1,2026-05-18 03:40:27.563182,negatif,aplikasi tidak stabil
coba dulu,3,2026-05-12 15:29:10.000000,netral,coba
"ai nya agak kurang, apalagi untuk membuat gambar",3,2026-05-12 11:19:00.000000,netral,ai nya kurang gambar
kurang akurat untuk tugas kuliah,1,2026-05-18 03:40:27.563182,negatif,kurang akurat tugas kuliah
bagus bngt,4,2026-05-12 02:10:10.000000,positif,bagus bngt
aplikasi ini biasa saja untuk belajar,3,2026-05-18 03:40:27.563182,netral,aplikasi belajar
saldo google play kok gak nambah di aplikasi ini. padahal cek di play storenya udah nambah,1,2026-05-15 13:39:26.000000,negatif,saldo google play gak nambah aplikasi cek play storenya udah nambah
karna jelek udah butut jelek juga,1,2026-05-15 08:59:19.000000,negatif,karna jelek udah butut jelek
karena sangat membantu dan bagi saya dia memberi informasi dengan cepat,5,2026-05-17 01:33:39.000000,positif,membantu informasi cepat
payah dan mengecewakan,1,2026-05-18 03:40:27.563182,negatif,payah mengecewakan
terbaik,5,2026-05-15 01:57:47.000000,positif,terbaik
fiturnya standar,3,2026-05-18 03:40:27.563182,netral,fiturnya standar
"PAID FOR CHATGPT PLUS - SUBCRIPTION BUT MY ACCOUNT STILL  FREE VERSION. Is there any customer services can update this issue i have about my subscription status?? If not,,, i feel scammed",2,2026-05-14 14:12:47.000000,negatif,paid for chatgpt plus subcription but my account still free version is there any customer services can update this issue i have about my subscription status if not i feel scammed
gak bisa edit foto,1,2026-05-13 05:22:49.000000,negatif,gak edit foto
lama bgt disuruh bikin gambar,2,2026-05-13 04:16:13.000000,negatif,bgt disuruh bikin gambar
banyak bug kayak gua bikin AU dan ceritanya udah mantap tiba tiba ngeulang dari awal atau dari setengahnya dan itu bikin gua malas banget,1,2026-05-12 14:56:20.000000,negatif,bug kayak gua bikin au ceritanya udah mantap ngeulang setengahnya bikin gua malas banget
karena kurang cepat,3,2026-05-16 23:59:30.000000,netral,kurang cepat
