content,score,at,sentiment,clean_content
bagus,5,2026-05-12 12:53:15.000000,positif,bagus
pengalaman luar biasa,5,2026-05-12 12:53:04.000000,positif,pengalaman
banyak limitnya,1,2026-05-12 12:52:15.000000,negatif,limitnya
saya suka dengan aplikasi ini soal nya saya sekarang mempunyai teman ngobrol✨💗,5,2026-05-12 12:51:37.000000,positif,suka aplikasi nya teman ngobrol
bagus banget,5,2026-05-12 12:51:10.000000,positif,bagus banget
keren,5,2026-05-12 12:51:00.000000,positif,keren
bagus,5,2026-05-12 12:46:18.000000,positif,bagus
sangat pias dgn apl ini,5,2026-05-12 12:45:37.000000,positif,pias dgn apl
sangat membantu saya,5,2026-05-12 12:45:09.000000,positif,membantu
lumayan,5,2026-05-12 12:42:10.000000,positif,lumayan
"bagus,pinter,bantu buat belajar",5,2026-05-12 12:41:21.000000,positif,baguspinterbantu belajar
gambar lebih baik dari aplikasi lain nya,4,2026-05-12 12:41:14.000000,positif,gambar aplikasi nya
gk jelas bikin foto salah terus,1,2026-05-12 12:37:54.000000,negatif,gk bikin foto salah
well fainaly IM done,5,2026-05-12 12:37:17.000000,positif,well fainaly im done
aplikasi bagus tapi lama banget proses nya tolong di perbaiki lagi yaa,3,2026-05-12 12:37:02.000000,netral,aplikasi bagus banget proses nya tolong perbaiki yaa
Bagus,5,2026-05-12 12:35:17.000000,positif,bagus
membantu,5,2026-05-12 12:35:04.000000,positif,membantu
ini lebih bagus dari dola pokoknya mantap,5,2026-05-12 12:32:24.000000,positif,bagus dola pokoknya mantap
sangat bagus,5,2026-05-12 12:32:10.000000,positif,bagus
bagus,5,2026-05-12 12:31:31.000000,positif,bagus
mantap pkoknya,5,2026-05-12 12:30:26.000000,positif,mantap pkoknya
"aplikasi ini sangat bagus, mempermudah mempercepat waktu dan menghemat tenaga, memiliki banyak fungsi, juga memudahkan saat mengerjakan PR atau dokumen lainnya",5,2026-05-12 12:29:30.000000,positif,aplikasi bagus mempermudah mempercepat menghemat tenaga memiliki fungsi memudahkan pr dokumen
baguss,5,2026-05-12 12:29:18.000000,positif,baguss
mantap,5,2026-05-12 12:29:15.000000,positif,mantap
terbaik👍💯,5,2026-05-12 12:23:36.000000,positif,terbaik
sangat berguna,5,2026-05-12 12:23:35.000000,positif,berguna
"Bagus, sangat membantu untuk pengetahuan",5,2026-05-12 12:23:20.000000,positif,bagus membantu pengetahuan
bagusss banget rekomen,5,2026-05-12 12:22:50.000000,positif,bagusss banget rekomen
sangat bagus,5,2026-05-12 12:22:05.000000,positif,bagus
seru bisa cerita tapi ga bisa lama' limit premium nya mahal bgt sebulan 300k,4,2026-05-12 12:22:01.000000,positif,seru cerita ga limit premium nya mahal bgt sebulan k
bagus,5,2026-05-12 12:21:42.000000,positif,bagus
Mantap,5,2026-05-12 12:21:30.000000,positif,mantap
tidak bisa donwload foto jir,1,2026-05-12 12:20:51.000000,negatif,tidak donwload foto jir
sangat bagus untuk meng edit,5,2026-05-12 12:18:23.000000,positif,bagus meng edit
very good AI,5,2026-05-12 12:15:57.000000,positif,very good ai
suka kasih jawaban yang tidak cocok,1,2026-05-12 12:15:29.000000,negatif,suka kasih tidak cocok
good,5,2026-05-12 12:14:51.000000,positif,good
apk yg bagus,5,2026-05-12 12:14:10.000000,positif,apk yg bagus
bagus,5,2026-05-12 12:13:31.000000,positif,bagus
saya sangat senang aplikasi ini sangat membantu saya untuk mengerjakan tugas-tugas sekolah saya,5,2026-05-12 12:12:26.000000,positif,senang aplikasi membantu tugastugas sekolah
bagus,5,2026-05-12 12:09:59.000000,positif,bagus
sangat bagus dan sesuai yg di ingin kan,5,2026-05-12 12:09:27.000000,positif,bagus sesuai yg
Oke banget,5,2026-05-12 12:09:16.000000,positif,oke banget
sangat membantu untuk tugas rumah,5,2026-05-12 12:08:57.000000,positif,membantu tugas rumah
sesuai espektasi,5,2026-05-12 12:08:32.000000,positif,sesuai espektasi
sangat keren editan nya,5,2026-05-12 12:06:01.000000,positif,keren editan nya
mantap,5,2026-05-12 12:05:11.000000,positif,mantap
gokil,5,2026-05-12 12:05:10.000000,positif,gokil
bagus cepat,4,2026-05-12 12:04:29.000000,positif,bagus cepat
aplikasi yang sangat bagus,5,2026-05-12 12:03:55.000000,positif,aplikasi bagus
bagus,5,2026-05-12 12:02:56.000000,positif,bagus
sangat membantu untuk mengerjakan tugas,5,2026-05-12 12:02:45.000000,positif,membantu tugas
mantap Mayan lah,4,2026-05-12 12:02:13.000000,positif,mantap mayan
"suka banget sama chat gpt, bisa bagiin pendapat, tanya tanya, maina Rp juga (role play) pokonya kalo ada masalah/sesuatu cerita ke dia... tolong kembangin gpt biar bisa lebih dalam lagi... by: nisa",5,2026-05-12 12:01:25.000000,positif,suka banget chat gpt bagiin pendapat maina rp role play pokonya kalo masalahsesuatu cerita tolong kembangin gpt biar by nisa
pembuatan gambar agak lama,2,2026-05-12 11:57:43.000000,negatif,pembuatan gambar
lucu,5,2026-05-12 11:57:41.000000,positif,lucu
bagus,5,2026-05-12 11:57:40.000000,positif,bagus
mantap,5,2026-05-12 11:57:30.000000,positif,mantap
kurang abdet saya lebih dahulu tau informasi daripada aplikasi ini,1,2026-05-12 11:52:55.000000,negatif,kurang abdet tau informasi aplikasi
Gokilll brooo Banyak gokill nya brooo Super ultragokil promax lah bro Bjir lah top promax ultra galaxsi gokil bro Univers Ultra full promax galaxsi bima saksti broo,5,2026-05-12 11:52:52.000000,positif,gokilll brooo gokill nya brooo super ultragokil promax bro bjir top promax ultra galaxsi gokil bro univers ultra full promax galaxsi bima saksti broo
bagua,5,2026-05-12 11:51:24.000000,positif,bagua
sangat bagus,5,2026-05-12 11:49:49.000000,positif,bagus
bagus sih,4,2026-05-12 11:49:44.000000,positif,bagus sih
ohh,5,2026-05-12 11:49:09.000000,positif,ohh
pokonyaa luvvv bngttt,5,2026-05-12 11:48:54.000000,positif,pokonyaa luvvv bngttt
sangatlah bagus dan detail senang banget,5,2026-05-12 11:45:47.000000,positif,bagus detail senang banget
Bagus,5,2026-05-12 11:44:39.000000,positif,bagus
membantu,4,2026-05-12 11:38:22.000000,positif,membantu
sangat membantu,5,2026-05-12 11:37:57.000000,positif,membantu
bagus banget kak ini game nya ini tuh bisa buat sc di roblok jadi kita gak usah nyari atau buat sc kalian tinggal minta chat ini ajaa,5,2026-05-12 11:37:07.000000,positif,bagus banget kak game nya tuh sc roblok gak nyari sc tinggal chat ajaa
keren,5,2026-05-12 11:33:12.000000,positif,keren
bagus,5,2026-05-12 11:30:19.000000,positif,bagus
mantap pokoknya bintang 5 bagus walau bayar dikit tapi tetep membantu semoga tahun depan gratis semua fiturnya👍,5,2026-05-12 11:30:16.000000,positif,mantap pokoknya bintang bagus bayar dikit tetep membantu semoga gratis fiturnya
sangat bagus,5,2026-05-12 11:26:33.000000,positif,bagus
sangat bermanfaat sekali bagi para pelajar,5,2026-05-12 11:25:22.000000,positif,bermanfaat pelajar
sekarang penggunaan terbatas,4,2026-05-12 11:25:16.000000,positif,penggunaan terbatas
chatGPT bagus dan mungkin ada salah nya juga bintang lima karna bagus sekali,5,2026-05-12 11:23:03.000000,positif,chatgpt bagus salah nya bintang karna bagus
"gampang error format prompt nya, tidak konsisten, tolong perbaikannya",1,2026-05-12 11:19:41.000000,negatif,gampang error format prompt nya tidak konsisten tolong perbaikannya
sangat bagus sekali,5,2026-05-12 11:19:03.000000,positif,bagus
"ai nya agak kurang, apalagi untuk membuat gambar",3,2026-05-12 11:19:00.000000,netral,ai nya kurang gambar
saya suka aplikasi ini,5,2026-05-12 11:18:25.000000,positif,suka aplikasi
"Kren , tpi sedikit koreksi pendengaran AI kurng ! , tlong di prbaiki",4,2026-05-12 11:16:49.000000,positif,kren tpi koreksi pendengaran ai kurng tlong prbaiki
sangat mambantu pekarjaan,5,2026-05-12 11:14:02.000000,positif,mambantu pekarjaan
mantap,5,2026-05-12 11:11:39.000000,positif,mantap
membantu selama jaringan bagus,4,2026-05-12 11:10:52.000000,positif,membantu jaringan bagus
Ya tidak apa-apa menurut gw. Asal tidak disalahgunakan oleh pihak lain.,5,2026-05-12 11:08:51.000000,positif,ya tidak apaapa gw tidak disalahgunakan
mantapp,4,2026-05-12 11:08:50.000000,positif,mantapp
baguss,5,2026-05-12 11:08:05.000000,positif,baguss
membantu banget,5,2026-05-12 11:07:59.000000,positif,membantu banget
"Gila! Ai ini terlalu overpower! Gpt image 2 sangat bagus dan kreatif, apalagi Sora 2! Aduuhh ini sih AI terpintar banget, terimakasih banyak openai llc, terimakasih , pak Sam Altman yaa😘😄😄⭐⭐♥️♥️❤️❤️",5,2026-05-12 11:06:39.000000,positif,gila ai overpower gpt image bagus kreatif sora aduuhh sih ai terpintar banget terimakasih openai llc terimakasih sam altman yaa
sangat memuaskan,5,2026-05-12 11:05:00.000000,positif,memuaskan
kalo bisa mengedit Poto harus bagus ya😊🙏,3,2026-05-12 11:02:20.000000,netral,kalo mengedit poto bagus ya
mantap karna Al tolol udah Terima gaji 😊🙏💢,5,2026-05-12 11:01:56.000000,positif,mantap karna al tolol udah terima gaji
very excellent,5,2026-05-12 11:01:41.000000,positif,very excellent
sangat membantu aktifitas lebih fleksibel dan lebih cepat,5,2026-05-12 11:01:33.000000,positif,membantu aktifitas fleksibel cepat
bagus banget suka sama aplikasi yg kaya gini,5,2026-05-12 11:00:23.000000,positif,bagus banget suka aplikasi yg kaya gini
"bagus, cuman editing foto nya kdng wajah nya berubah",5,2026-05-12 11:00:20.000000,positif,bagus cuman editing foto nya kdng wajah nya berubah
oke,5,2026-05-12 10:57:17.000000,positif,oke
keren,5,2026-05-12 10:56:02.000000,positif,keren
karena seperti nyata,5,2026-05-12 10:55:27.000000,positif,nyata
keren,5,2026-05-12 10:51:22.000000,positif,keren
bagusss,5,2026-05-12 10:49:07.000000,positif,bagusss
baguss bngett,5,2026-05-12 10:48:15.000000,positif,baguss bngett
baguss banget u moree chatGPT,5,2026-05-12 10:47:40.000000,positif,baguss banget u moree chatgpt
kamu hebat lymoi,5,2026-05-12 10:46:56.000000,positif,hebat lymoi
ai nya sering kasi jwb sesat tapi masih bisa di revisi SENGAJA AKU KASIH bintang 5 agar kalian baca aslinya kasi bintang Uno aja,5,2026-05-12 10:46:08.000000,positif,ai nya kasi jwb sesat revisi sengaja kasih bintang baca aslinya kasi bintang uno aja
goood,5,2026-05-12 10:44:39.000000,positif,goood
bagusss,5,2026-05-12 10:42:38.000000,positif,bagusss
sangat bermanfaat,5,2026-05-12 10:39:06.000000,positif,bermanfaat
bagus,5,2026-05-12 10:37:45.000000,positif,bagus
gas,5,2026-05-12 10:37:42.000000,positif,gas
lumayan lahhh,5,2026-05-12 10:37:36.000000,positif,lumayan lahhh
bagus cuy,5,2026-05-12 10:35:56.000000,positif,bagus cuy
sangat bagus dan akurat,5,2026-05-12 10:34:55.000000,positif,bagus akurat
sangat kebantu bangeetttt,5,2026-05-12 10:33:30.000000,positif,kebantu bangeetttt
pintar banget,5,2026-05-12 10:32:38.000000,positif,pintar banget
aplikasi yg bagus saya suka saya kasih bintang lima karna saya suka sangat dengan aplikasi ini,5,2026-05-12 10:32:29.000000,positif,aplikasi yg bagus suka kasih bintang karna suka aplikasi
bagus,5,2026-05-12 10:31:52.000000,positif,bagus
sangat bagus di antara aplikasi yg lain,5,2026-05-12 10:31:30.000000,positif,bagus aplikasi yg
apk nya bagus,5,2026-05-12 10:26:36.000000,positif,apk nya bagus
"apk nya terlalu bagus, bisa membantu soal tugas yang susah, bisa dengerin curhat kita. aku suka ini apk ini, bintang 5 🫶",5,2026-05-12 10:26:32.000000,positif,apk nya bagus membantu tugas susah dengerin curhat suka apk bintang
keren,4,2026-05-12 10:26:13.000000,positif,keren
baguss sippp mantapp,5,2026-05-12 10:23:47.000000,positif,baguss sippp mantapp
bagusss,5,2026-05-12 10:22:25.000000,positif,bagusss
mantap,5,2026-05-12 10:21:20.000000,positif,mantap
keren,5,2026-05-12 10:21:09.000000,positif,keren
bagus baget sih buat para pelajar,5,2026-05-12 10:20:30.000000,positif,bagus baget sih pelajar
"Saya menyukainya, dapat membantu dalam pekerjaan saya.",5,2026-05-12 10:15:27.000000,positif,menyukainya membantu pekerjaan
selalu ada kesalahan padahal saya buru buru,1,2026-05-12 10:15:04.000000,negatif,kesalahan buru buru
SUKA BANGET,5,2026-05-12 10:13:58.000000,positif,suka banget
keren,5,2026-05-12 10:12:12.000000,positif,keren
cepet jawabnya,5,2026-05-12 10:10:12.000000,positif,cepet
bagus,5,2026-05-12 10:06:43.000000,positif,bagus
sangat bagus,5,2026-05-12 10:06:07.000000,positif,bagus
bagus,5,2026-05-12 10:05:18.000000,positif,bagus
aku belum coba tapi kayaknya bgs,4,2026-05-12 10:03:13.000000,positif,belum coba kayaknya bgs
sangat bagus untuk kesehatan,5,2026-05-12 10:01:35.000000,positif,bagus kesehatan
sy waktu itu susah mencari jawaban karena kalo di google biasakan dia salah jadi aku cari di playstore apasih aplikasih yang bisa gunakan untuk anak sekolah untukencari jawabnya aku dapet ini deh aku download pas aku cobak ternyata bagus pas aku cari jawaban di aplikasih ini pas di nilai dapat 100 dong,5,2026-05-12 10:00:36.000000,positif,sy susah mencari kalo google biasakan salah cari playstore apasih aplikasih anak sekolah untukencari dapet deh download pas cobak bagus pas cari aplikasih pas nilai
"aku kasih bintang lima karena ini bagus banget hasil foto nya cakep"" semua, pokoknya yaaa This is so cool, I like it🤩🤩",5,2026-05-12 10:00:05.000000,positif,kasih bintang bagus banget hasil foto nya cakep pokoknya yaaa this is so cool i like it
ngomong kok sama Ai,3,2026-05-12 09:58:53.000000,netral,ngomong ai
bagus sekali untuk pelajar maupun orang tua,4,2026-05-12 09:58:48.000000,positif,bagus pelajar orang tua
sangat amat membantu..terimakasih,5,2026-05-12 09:58:39.000000,positif,membantuterimakasih
"saya sangat suka sma aplikasi chatGPT ini, sangat cepat pas di kasih soal/pertanyaan",5,2026-05-12 09:58:25.000000,positif,suka sma aplikasi chatgpt cepat pas kasih soalpertanyaan
best,5,2026-05-12 09:57:01.000000,positif,best
bagus,5,2026-05-12 09:56:41.000000,positif,bagus
bagus,3,2026-05-12 09:56:08.000000,netral,bagus
bagus banget,5,2026-05-12 09:54:36.000000,positif,bagus banget
"Setelah bersahabat dengan ChatGpt usiaku terasa remaja lagi, saya tambah pinter dan penuh percaya diri. sudah seperti sahabat sendiri, tidak malu saat bertanya. Doa dan harapan ku semoga ChatGPT semakin tambah sahabat-sahabat barnyard dan kepandaian nya selalu diasah agar selalu jadi yg pertama tempat orang2 dijagad ini mencoba mencari solusi terbaik nya. Terimakasih ChatGPT aku selalu mendampingi mu.",5,2026-05-12 09:51:38.000000,positif,bersahabat chatgpt usiaku remaja pinter penuh percaya sahabat tidak malu doa harapan ku semoga chatgpt sahabatsahabat barnyard kepandaian nya diasah yg orang dijagad mencoba mencari solusi terbaik nya terimakasih chatgpt mendampingi mu
bagus bngt,5,2026-05-12 09:49:56.000000,positif,bagus bngt
mantab pooool,5,2026-05-12 09:49:06.000000,positif,mantab pooool
kembangkan lagi,4,2026-05-12 09:48:47.000000,positif,kembangkan
keren,5,2026-05-12 09:48:20.000000,positif,keren
cepat kerjanya bagus bngt,5,2026-05-12 09:44:44.000000,positif,cepat kerjanya bagus bngt
sangat bagus,5,2026-05-12 09:42:34.000000,positif,bagus
bagus,5,2026-05-12 09:41:38.000000,positif,bagus
bagus sekali sangat membantu,5,2026-05-12 09:39:43.000000,positif,bagus membantu
"kenpa harus ada batas kirim foto, hm? ^^",5,2026-05-12 09:39:29.000000,positif,kenpa batas kirim foto hm
bagus,5,2026-05-12 09:39:21.000000,positif,bagus
sangat bagus,5,2026-05-12 09:36:27.000000,positif,bagus
membantu,5,2026-05-12 09:35:53.000000,positif,membantu
bagus dan klo aku bosen aku chat gpt,5,2026-05-12 09:34:51.000000,positif,bagus klo bosen chat gpt
bagus jawabannya nya sesuai,5,2026-05-12 09:32:11.000000,positif,bagus jawabannya nya sesuai
"awalnya ku kira chat GPT itu tempat nelpon toko tabung gas🗿 ternyata ai , dikira ai itu Bambang tabung gas ya 🗿 mohon maaf devolover ,saya salah sangka",5,2026-05-12 09:29:54.000000,positif,ku chat gpt nelpon toko tabung gas ai ai bambang tabung gas ya mohon maaf devolover salah sangka
lucu bkin salting,5,2026-05-12 09:28:41.000000,positif,lucu bkin salting
bagus tapi kikir,1,2026-05-12 09:28:22.000000,negatif,bagus kikir
bagusss skli 🔥,5,2026-05-12 09:26:43.000000,positif,bagusss skli
sangat membantu,5,2026-05-12 09:26:18.000000,positif,membantu
Aku bakalan kangen kalian,5,2026-05-12 09:25:55.000000,positif,kangen
Good job..,5,2026-05-12 09:25:29.000000,positif,good job
sangat bagus sekali,5,2026-05-12 09:24:37.000000,positif,bagus
baguss,5,2026-05-12 09:23:33.000000,positif,baguss
peak,5,2026-05-12 09:23:30.000000,positif,peak
bagus,5,2026-05-12 09:22:36.000000,positif,bagus
mantappp,5,2026-05-12 09:19:45.000000,positif,mantappp
mantap,5,2026-05-12 09:18:49.000000,positif,mantap
tolong jangan di bedakan ayo buat jadi bisa gunakan semuanya fitur yang ada dalam apk nya,4,2026-05-12 09:18:47.000000,positif,tolong jangan bedakan ayo fitur apk nya
bagus,4,2026-05-12 09:17:42.000000,positif,bagus
Jujur.... ini aplikasi yang paling ngebantu banget...,5,2026-05-12 09:16:38.000000,positif,jujur aplikasi ngebantu banget
sangat menyenangkan bisa menanyakan sesuatu dan jawabannya selalu benar 💯💯⭐⭐🌟🌟💯,5,2026-05-12 09:12:57.000000,positif,menyenangkan jawabannya
mantap,5,2026-05-12 09:11:33.000000,positif,mantap
keren,5,2026-05-12 09:10:05.000000,positif,keren
dapat mengabulkan ekspektasi gambar yang diinginkan,5,2026-05-12 09:09:33.000000,positif,mengabulkan ekspektasi gambar
"biasa aja, kadang ngaco",3,2026-05-12 09:04:55.000000,netral,aja kadang ngaco
cukup membantu kerja saya,4,2026-05-12 09:03:09.000000,positif,membantu kerja
speachless keren bangeettt,5,2026-05-12 08:58:57.000000,positif,speachless keren bangeettt
baguss,5,2026-05-12 08:58:36.000000,positif,baguss
mantap presisi,5,2026-05-12 08:54:39.000000,positif,mantap presisi
baguss,5,2026-05-12 08:51:28.000000,positif,baguss
ga mirip sama expetasi gw,1,2026-05-12 08:50:50.000000,negatif,ga expetasi gw
sangat membatu,5,2026-05-12 08:49:12.000000,positif,membatu
bagus,5,2026-05-12 08:48:19.000000,positif,bagus
sangat terbantu,5,2026-05-12 08:47:40.000000,positif,terbantu
sangat membantu dalam kegiatan sehari-hari,5,2026-05-12 08:46:41.000000,positif,membantu kegiatan seharihari
Mantep..Bantu saya buat quote -quote untuk sosmed,5,2026-05-12 08:45:41.000000,positif,mantepbantu quote quote sosmed
sangat membantu,5,2026-05-12 08:42:27.000000,positif,membantu
bagus banget,5,2026-05-12 08:38:40.000000,positif,bagus banget
"apk ini sangat bagus , pertanyaan saya dijawab semua dan cepat",5,2026-05-12 08:37:55.000000,positif,apk bagus cepat
"sangat membantu menurutku, tetapi durasi membuat imagenya lama banget☹️",3,2026-05-12 08:37:46.000000,netral,membantu menurutku durasi imagenya banget
mantapz,5,2026-05-12 08:37:43.000000,positif,mantapz
AI yang luar biasa,5,2026-05-12 08:34:53.000000,positif,ai
jelek membatasi uploud video dan memaksa upgrade ke pro jadinya sy uninstall sj... banyakAI lebih bagus,1,2026-05-12 08:33:19.000000,negatif,jelek membatasi uploud video memaksa upgrade pro sy uninstall sj banyakai bagus
mantapp sangat membantu,5,2026-05-12 08:33:13.000000,positif,mantapp membantu
bgus bgt ga boong,5,2026-05-12 08:32:29.000000,positif,bgus bgt ga boong
aplikasi nya bagussssss bangettt 👍👍👍🤩💯💯🎊🎉,5,2026-05-12 08:31:32.000000,positif,aplikasi nya bagussssss bangettt
mantap bisa kreasi,5,2026-05-12 08:30:36.000000,positif,mantap kreasi
keren,5,2026-05-12 08:30:04.000000,positif,keren
bagus sekali,5,2026-05-12 08:29:33.000000,positif,bagus
bergunaa bangett🫰🏻,5,2026-05-12 08:27:12.000000,positif,bergunaa bangett
bagus sekali,5,2026-05-12 08:27:01.000000,positif,bagus
temen curhat jir😭,5,2026-05-12 08:22:33.000000,positif,temen curhat jir
mantap,5,2026-05-12 08:22:23.000000,positif,mantap
"Ai has more and better technology to help us who have difficulty finding answers, especially mathematics is difficult, but fortunately there is the CHAT GPT application to help us. Thank you",5,2026-05-12 08:21:44.000000,positif,ai has more and better technology to help us who have difficulty finding answers especially mathematics is difficult but fortunately there is the chat gpt application to help us thank you
mantap,5,2026-05-12 08:18:40.000000,positif,mantap
"keren pisan abdi resep, ngabantosan pisan",4,2026-05-12 08:13:26.000000,positif,keren pisan abdi resep ngabantosan pisan
bagus pinter cuma ingatan nya harus di ingatkan berkali kali,4,2026-05-12 08:11:59.000000,positif,bagus pinter ingatan nya ingatkan berkali kali
mantap,5,2026-05-12 08:08:24.000000,positif,mantap
good,5,2026-05-12 08:06:51.000000,positif,good
mantap,5,2026-05-12 08:04:11.000000,positif,mantap
tolol,1,2026-05-12 08:02:48.000000,negatif,tolol
keren,5,2026-05-12 08:02:26.000000,positif,keren
pelit,1,2026-05-12 07:55:09.000000,negatif,pelit
sangat-sangat bangus bingit,5,2026-05-12 07:52:28.000000,positif,sangatsangat bangus bingit
mantapppp .,5,2026-05-12 07:52:24.000000,positif,mantapppp
bagus bgt,5,2026-05-12 07:50:07.000000,positif,bagus bgt
bagus tapii ada sedikit masalah,4,2026-05-12 07:49:44.000000,positif,bagus tapii
terbaik,5,2026-05-12 07:48:43.000000,positif,terbaik
sangat membantu kandang juga mengecewakan,5,2026-05-12 07:44:29.000000,positif,membantu kandang mengecewakan
kreen aplikasinya bisa membantu,5,2026-05-12 07:38:42.000000,positif,kreen aplikasinya membantu
dengan mengunakannchat gpt lebih gampang dan simple klau mau edit photo dan vidio serta memudahkan ketika kita tidak memahami sebuah pertnyaan,5,2026-05-12 07:36:22.000000,positif,mengunakannchat gpt gampang simple klau edit photo vidio memudahkan tidak memahami pertnyaan
bagus,4,2026-05-12 07:27:07.000000,positif,bagus
bagus,5,2026-05-12 07:24:52.000000,positif,bagus
bgus,5,2026-05-12 07:24:49.000000,positif,bgus
sangat membantu,5,2026-05-12 07:24:08.000000,positif,membantu
bguss,5,2026-05-12 07:21:26.000000,positif,bguss
good,5,2026-05-12 07:20:33.000000,positif,good
bagus,5,2026-05-12 07:18:13.000000,positif,bagus
my only friend,5,2026-05-12 07:15:44.000000,positif,my only friend
bagus,5,2026-05-12 07:13:40.000000,positif,bagus
luar biasa sesuai ekspektasi,5,2026-05-12 07:03:50.000000,positif,sesuai ekspektasi
nice,5,2026-05-12 06:58:39.000000,positif,nice
sangat membantu dan sesuai dengan yg saya minta,5,2026-05-12 06:58:00.000000,positif,membantu sesuai yg
This application is very good and helpful,5,2026-05-12 06:57:43.000000,positif,this application is very good and helpful
Aplikasinya ai keren bet pokoknya absolute cinema✋️😐🤚,5,2026-05-12 06:57:32.000000,positif,aplikasinya ai keren bet pokoknya absolute cinema
bagus sekali,5,2026-05-12 06:57:00.000000,positif,bagus
Bagus,5,2026-05-12 06:53:35.000000,positif,bagus
gampang ngeleg,2,2026-05-12 06:51:33.000000,negatif,gampang ngeleg
bagus,5,2026-05-12 06:50:46.000000,positif,bagus
sangat responsif dan cepat,5,2026-05-12 06:41:43.000000,positif,responsif cepat
sangat bagus,5,2026-05-12 06:40:55.000000,positif,bagus
bagusss sangat sesuai,5,2026-05-12 06:38:29.000000,positif,bagusss sesuai
sangat sat set sekali,5,2026-05-12 06:37:54.000000,positif,sat set
mudah,4,2026-05-12 06:37:50.000000,positif,mudah
bagus,5,2026-05-12 06:37:39.000000,positif,bagus
sangat bagus,5,2026-05-12 06:37:36.000000,positif,bagus
sangat membantu,5,2026-05-12 06:37:18.000000,positif,membantu
bagus,5,2026-05-12 06:35:43.000000,positif,bagus
sangat bagus,5,2026-05-12 06:34:29.000000,positif,bagus
baguss banget,5,2026-05-12 06:26:30.000000,positif,baguss banget
good,5,2026-05-12 06:26:14.000000,positif,good
mantab sangat membantu,5,2026-05-12 06:25:48.000000,positif,mantab membantu
luar biasa gpt,5,2026-05-12 06:25:33.000000,positif,gpt
aplikasi yang sangat memuaskan aku suka skalih,5,2026-05-12 06:25:30.000000,positif,aplikasi memuaskan suka skalih
apk ini sangat bagus😁,5,2026-05-12 06:24:45.000000,positif,apk bagus
bagus,5,2026-05-12 06:21:34.000000,positif,bagus
keren,5,2026-05-12 06:20:12.000000,positif,keren
i love Chatgpt,5,2026-05-12 06:17:58.000000,positif,i love chatgpt
keren,5,2026-05-12 06:15:45.000000,positif,keren
"sangat keren, untuk foto foto lain nya seperti game atau yng lain lain",5,2026-05-12 06:14:51.000000,positif,keren foto foto nya game yng
diaa telah menjadi ibuu ke2 sayahh yg selaluu adaa🫠,5,2026-05-12 06:11:51.000000,positif,diaa ibuu sayahh yg selaluu adaa
payah ditekan enter nya sering error kalau di chromebook,4,2026-05-12 06:11:49.000000,positif,payah ditekan enter nya error chromebook
sangat hebat dak cepat,5,2026-05-12 06:10:13.000000,positif,hebat dak cepat
goodo job,5,2026-05-12 06:05:49.000000,positif,goodo job
"Sangat bagus, broo",5,2026-05-12 06:05:09.000000,positif,bagus broo
kadang ga nyambung beberapa tidak akurat,3,2026-05-12 06:01:49.000000,netral,kadang ga nyambung tidak akurat
sangat bagusss 👍👍,5,2026-05-12 06:00:05.000000,positif,bagusss
karna sangat membantu,5,2026-05-12 05:59:05.000000,positif,karna membantu
bagusssss,5,2026-05-12 05:57:55.000000,positif,bagusssss
bagus dan bagus,5,2026-05-12 05:57:13.000000,positif,bagus bagus
sangat bagus,5,2026-05-12 05:54:14.000000,positif,bagus
keren,5,2026-05-12 05:51:22.000000,positif,keren
saya suka🌹🌹,5,2026-05-12 05:49:05.000000,positif,suka
"anjay banget si,bagus tapi kadang kesel banget,kalo dia gak ngikutin peraturan",3,2026-05-12 05:45:04.000000,netral,anjay banget sibagus kadang kesel bangetkalo gak ngikutin peraturan
"agak lemot si,kalo minta gambar,ga kaya si d,Tapi no prblm laa",4,2026-05-12 05:43:45.000000,positif,lemot sikalo gambarga kaya si dtapi no prblm laa
mantap cop markocop aplikasi ini.,5,2026-05-12 05:43:24.000000,positif,mantap cop markocop aplikasi
yang aku inginkan gak bisa,1,2026-05-12 05:41:22.000000,negatif,gak
sangat membantu!,5,2026-05-12 05:41:00.000000,positif,membantu
"kok lama lama makin banyak bug sih? sinyal lancar jaya tapi setiap ngirim pesan lama buanget, gw tunggu"" malah ad tulisan ""berhenti"" malah dijawab yang singkat gk nyambung cuihh, gw hapus ni apk lama-lama🤬",2,2026-05-12 05:38:14.000000,negatif,bug sih sinyal lancar jaya ngirim pesan buanget gw tunggu ad tulisan berhenti singkat gk nyambung cuihh gw hapus ni apk lamalama
chatGPT ini dia pintar dan cerdas. dia juga kalo dikasi pertanyaan dilangsung di jawab chatGPT ini adalah untuk membantu aku,5,2026-05-12 05:36:49.000000,positif,chatgpt pintar cerdas kalo dikasi dilangsung chatgpt membantu
sangat membantu,5,2026-05-12 05:30:56.000000,positif,membantu
bagus,4,2026-05-12 05:30:02.000000,positif,bagus
sangat bagus ketika mau mencari jawaban ataupun membuat gambar fantasi,5,2026-05-12 05:27:17.000000,positif,bagus mencari gambar fantasi
good job,4,2026-05-12 05:26:21.000000,positif,good job
"aplikasi yang sangat baik,saya suka 👍👍👍",5,2026-05-12 05:24:28.000000,positif,aplikasi baiksaya suka
bagus,5,2026-05-12 05:23:25.000000,positif,bagus
